qual	method	off	on
69	gsnap	0.0	0.0
69	last	0.084778318386	0.734452036649
69	bis1	0.0743589003185	0.561841289293
69	bis2	0.0851252235773	0.628742865229
69	real_R1	0.0	0.0
69	bsmap	0.08141295236	0.611074087893
69	bsmooth	0.0	0.0
70	bwa	0.0	0.0
70	gsnap	0.0	0.0
70	last	0.0843927473081	0.733879366192
70	bis1	0.0743589003185	0.561841289293
70	bis2	0.0851252235773	0.628742865229
70	real_R1	0.0	0.0
70	bsmap	0.08141295236	0.611074087893
70	bsmooth	0.0	0.0
71	bwa	0.0	0.0
71	gsnap	0.0	0.0
71	last	0.0842283431233	0.733614885595
71	bis1	0.0743589003185	0.561841289293
71	bis2	0.0851252235773	0.628742865229
71	real_R1	0.0	0.0
71	bsmap	0.08141295236	0.611074087893
71	bsmooth	0.0	0.0
72	bwa	0.0	0.0
72	gsnap	0.0	0.0
72	last	0.0839432934613	0.733215816068
72	bis1	0.0743589003185	0.561841289293
72	bis2	0.0851252235773	0.628742865229
72	real_R1	0.0	0.0
72	bsmap	0.08141295236	0.611074087893
72	bsmooth	0.0	0.0
73	bwa	0.0	0.0
73	gsnap	0.0	0.0
73	last	0.083526522672	0.732692491589
73	bis1	0.0743589003185	0.561841289293
73	bis2	0.0851252235773	0.628742865229
73	real_R1	0.0	0.0
73	bsmap	0.08141295236	0.611074087893
73	bsmooth	0.0	0.0
74	bwa	0.0	0.0
74	gsnap	0.0	0.0
74	last	0.0833979660161	0.732470583023
74	bis1	0.0743589003185	0.561841289293
74	bis2	0.0851252235773	0.628742865229
74	real_R1	0.0	0.0
74	bsmap	0.08141295236	0.611074087893
74	bsmooth	0.0	0.0
75	bwa	0.0	0.0
75	gsnap	0.0	0.0
75	last	0.0832053288118	0.732189390061
75	bis1	0.0743589003185	0.561841289293
75	bis2	0.0851252235773	0.628742865229
75	real_R1	0.0	0.0
75	bsmap	0.08141295236	0.611074087893
75	bsmooth	0.0	0.0
76	bwa	0.0	0.0
76	gsnap	0.0	0.0
76	last	0.0830260911666	0.731896478665
76	bis1	0.0743589003185	0.561841289293
76	bis2	0.0851252235773	0.628742865229
76	real_R1	0.0	0.0
76	bsmap	0.08141295236	0.611074087893
76	bsmooth	0.0	0.0
77	bwa	0.0	0.0
77	gsnap	0.0	0.0
77	last	0.0828841843965	0.731653160471
77	bis1	0.0743589003185	0.561841289293
77	bis2	0.0851252235773	0.628742865229
77	real_R1	0.0	0.0
77	bsmap	0.08141295236	0.611074087893
77	bsmooth	0.0	0.0
78	bwa	0.0	0.0
78	gsnap	0.0	0.0
78	last	0.0826637097317	0.731310705318
78	bis1	0.0743589003185	0.561841289293
78	bis2	0.0851252235773	0.628742865229
78	real_R1	0.0	0.0
78	bsmap	0.08141295236	0.611074087893
78	bsmooth	0.0	0.0
79	bwa	0.0	0.0
79	gsnap	0.0	0.0
79	last	0.082483928193	0.731029265132
79	bis1	0.0743589003185	0.561841289293
79	bis2	0.0851252235773	0.628742865229
79	real_R1	0.0	0.0
79	bsmap	0.08141295236	0.611074087893
79	bsmooth	0.0	0.0
80	bwa	0.0	0.0
80	gsnap	0.0	0.0
80	last	0.0823359397042	0.730784364702
80	bis1	0.0743589003185	0.561841289293
80	bis2	0.0851252235773	0.628742865229
80	real_R1	0.0	0.0
80	bsmap	0.08141295236	0.611074087893
80	bsmooth	0.0	0.0
81	bwa	0.0	0.0
81	gsnap	0.0	0.0
81	last	0.0821067627427	0.730440129534
81	bis1	0.0743589003185	0.561841289293
81	bis2	0.0851252235773	0.628742865229
81	real_R1	0.0	0.0
81	bsmap	0.08141295236	0.611074087893
81	bsmooth	0.0	0.0
82	bwa	0.0	0.0
82	gsnap	0.0	0.0
82	last	0.0819028521085	0.730144647005
82	bis1	0.0743589003185	0.561841289293
82	bis2	0.0851252235773	0.628742865229
82	real_R1	0.0	0.0
82	bsmap	0.08141295236	0.611074087893
82	bsmooth	0.0	0.0
83	bwa	0.0	0.0
83	gsnap	0.0	0.0
83	last	0.0817260372619	0.729869288537
83	bis1	0.0743589003185	0.561841289293
83	bis2	0.0851252235773	0.628742865229
83	real_R1	0.0	0.0
83	bsmap	0.08141295236	0.611074087893
83	bsmooth	0.0	0.0
84	bwa	0.0	0.0
