qual	method	off	on
101	bis2	0.000581	0.850766
101	bsmooth	0.0	0.0
101	bis1	0.010036	0.861851
101	last	0.0002575	0.85173
102	bwa	0.0	0.0
102	sim_R1.trim	0.0	0.0
102	bsmap	0.004633	0.9078105
102	gsnap	0.0	0.0
102	bis2	0.000581	0.850766
102	bsmooth	0.0	0.0
102	bis1	0.010036	0.861851
102	last	0.0002555	0.850805
103	bwa	0.0	0.0
103	sim_R1.trim	0.0	0.0
103	bsmap	0.004633	0.9078105
103	gsnap	0.0	0.0
103	bis2	0.000581	0.850766
103	bsmooth	0.0	0.0
103	bis1	0.010036	0.861851
103	last	0.000254	0.849945
104	bwa	0.0	0.0
104	sim_R1.trim	0.0	0.0
104	bsmap	0.004633	0.9078105
104	gsnap	0.0	0.0
104	bis2	0.000581	0.850766
104	bsmooth	0.0	0.0
104	bis1	0.010036	0.861851
104	last	0.0002505	0.848978
105	bwa	0.0	0.0
105	sim_R1.trim	0.0	0.0
105	bsmap	0.004633	0.9078105
105	gsnap	0.0	0.0
105	bis2	0.000581	0.850766
105	bsmooth	0.0	0.0
105	bis1	0.010036	0.861851
105	last	0.0002485	0.8479575
106	bwa	0.0	0.0
106	sim_R1.trim	0.0	0.0
106	bsmap	0.004633	0.9078105
106	gsnap	0.0	0.0
106	bis2	0.000581	0.850766
106	bsmooth	0.0	0.0
106	bis1	0.010036	0.861851
106	last	0.000247	0.8469835
107	bwa	0.0	0.0
107	sim_R1.trim	0.0	0.0
107	bsmap	0.004633	0.9078105
107	gsnap	0.0	0.0
107	bis2	0.000581	0.850766
107	bsmooth	0.0	0.0
107	bis1	0.010036	0.861851
107	last	0.0002445	0.8459285
108	bwa	0.0	0.0
108	sim_R1.trim	0.0	0.0
108	bsmap	0.004633	0.9078105
108	gsnap	0.0	0.0
108	bis2	0.000581	0.850766
108	bsmooth	0.0	0.0
108	bis1	0.010036	0.861851
108	last	0.0002405	0.844748
109	bwa	0.0	0.0
109	sim_R1.trim	0.0	0.0
109	bsmap	0.004633	0.9078105
109	gsnap	0.0	0.0
109	bis2	0.000581	0.850766
109	bsmooth	0.0	0.0
109	bis1	0.010036	0.861851
109	last	0.0002385	0.84371
110	bwa	0.0	0.0
110	sim_R1.trim	0.0	0.0
110	bsmap	0.004633	0.9078105
110	gsnap	0.0	0.0
110	bis2	0.000581	0.850766
110	bsmooth	0.0	0.0
110	bis1	0.010036	0.861851
110	last	0.0002365	0.842633
111	bwa	0.0	0.0
111	sim_R1.trim	0.0	0.0
111	bsmap	0.004633	0.9078105
111	gsnap	0.0	0.0
111	bis2	0.000581	0.850766
111	bsmooth	0.0	0.0
111	bis1	0.010036	0.861851
111	last	0.0002355	0.841448
112	bwa	0.0	0.0
112	sim_R1.trim	0.0	0.0
112	bsmap	0.004633	0.9078105
112	gsnap	0.0	0.0
112	bis2	0.000581	0.850766
112	bsmooth	0.0	0.0
112	bis1	0.010036	0.861851
112	last	0.0002355	0.8403135
113	bwa	0.0	0.0
113	sim_R1.trim	0.0	0.0
113	bsmap	0.004633	0.9078105
113	gsnap	0.0	0.0
113	bis2	0.000581	0.850766
113	bsmooth	0.0	0.0
113	bis1	0.010036	0.861851
113	last	0.000231	0.839127
114	bwa	0.0	0.0
114	sim_R1.trim	0.0	0.0
114	bsmap	0.004633	0.9078105
114	gsnap	0.0	0.0
114	bis2	0.000581	0.850766
114	bsmooth	0.0	0.0
114	bis1	0.010036	0.861851
114	last	0.000229	0.838086
115	bwa	0.0	0.0
115	sim_R1.trim	0.0	0.0
115	bsmap	0.004633	0.9078105
115	gsnap	0.0	0.0
115	bis2	0.000581	0.850766
115	bsmooth	0.0	0.0
115	bis1	0.010036	0.861851
115	last	0.0002265	0.836999
116	bwa	0.0	0.0
116	sim_R1.trim	0.0	0.0
116	bsmap	0.004633	0.9078105
116	gsnap	0.0	0.0
116	bis2	0.000581	0.850766
116	bsmooth	0.0	0.0
116	bis1	0.010036	0.861851
116	last	0.000223	0.835944
117	bwa	0.0	0.0
117	sim_R1.trim	0.0	0.0
117	bsmap	0.004633	0.9078105
117	gsnap	0.0	0.0
117	bis2	0.000581	0.850766
117	bsmooth	0.0	0.0
117	bis1	0.010036	0.861851
117	last	0.000222	0.8353265
118	bwa	0.0	0.0
118	sim_R1.trim	0.0	0.0
118	bsmap	0.004633	0.9078105
118	gsnap	0.0	0.0
118	bis2	0.000581	0.850766
118	bsmooth	0.0	0.0
118	bis1	0.010036	0.861851
118	last	0.00022	0.8347745
119	bwa	0.0	0.0
119	sim_R1.trim	0.0	0.0
119	bsmap	0.004633	0.9078105
119	gsnap	0.0	0.0
119	bis2	0.000581	0.850766
119	bsmooth	0.0	0.0
119	bis1	0.010036	0.861851
119	last	0.0002165	0.834186
120	bwa	0.0	0.0
120	sim_R1.trim	0.0	0.0
120	bsmap	0.004633	0.9078105
120	gsnap	0.0	0.0
120	bis2	0.000581	0.850766
120	bsmooth	0.0	0.0
120	bis1	0.010036	0.861851
120	last	0.000213	0.833556
121	bwa	0.0	0.0
121	sim_R1.trim	0.0	0.0
121	bsmap	0.004633	0.9078105
121	gsnap	0.0	0.0
121	bis2	0.000581	0.850766
121	bsmooth	0.0	0.0
121	bis1	0.010036	0.861851
121	last	0.0002125	0.832912
122	bwa	0.0	0.0
122	sim_R1.trim	0.0	0.0
122	bsmap	0.004633	0.9078105
122	gsnap	0.0	0.0
122	bis2	0.000581	0.850766
122	bsmooth	0.0	0.0
122	bis1	0.010036	0.861851
122	last	0.0002085	0.832179
123	bwa	0.0	0.0
123	sim_R1.trim	0.0	0.0
123	bsmap	0.004633	0.9078105
123	gsnap	0.0	0.0
123	bis2	0.000581	0.850766
123	bsmooth	0.0	0.0
123	bis1	0.010036	0.861851
123	last	0.000207	0.831489
124	bwa	0.0	0.0
124	sim_R1.trim	0.0	0.0
124	bsmap	0.004633	0.9078105
124	gsnap	0.0	0.0
124	bis2	0.000581	0.850766
124	bsmooth	0.0	0.0
124	bis1	0.010036	0.861851
124	last	0.000206	0.830754
125	bwa	0.0	0.0
125	sim_R1.trim	0.0	0.0
125	bsmap	0.004633	0.9078105
125	gsnap	0.0	0.0
125	bis2	0.000581	0.850766
125	bsmooth	0.0	0.0
125	bis1	0.010036	0.861851
125	last	0.0002045	0.830011
126	bwa	0.0	0.0
126	sim_R1.trim	0.0	0.0
126	bsmap	0.004633	0.9078105
126	gsnap	0.0	0.0
126	bis2	0.000581	0.850766
126	bsmooth	0.0	0.0
126	bis1	0.010036	0.861851
126	last	0.000201	0.829037
127	bwa	0.0	0.0
127	sim_R1.trim	0.0	0.0
127	bsmap	0.004633	0.9078105
127	gsnap	0.0	0.0
127	bis2	0.000581	0.850766
127	bsmooth	0.0	0.0
127	bis1	0.010036	0.861851
127	last	0.0001995	0.828166
128	bwa	0.0	0.0
128	sim_R1.trim	0.0	0.0
128	bsmap	0.004633	0.9078105
128	gsnap	0.0	0.0
128	bis2	0.000581	0.850766
128	bsmooth	0.0	0.0
128	bis1	0.010036	0.861851
128	last	0.0001965	0.827566
129	bwa	0.0	0.0
129	sim_R1.trim	0.0	0.0
129	bsmap	0.004633	0.9078105
129	gsnap	0.0	0.0
129	bis2	0.000581	0.850766
129	bsmooth	0.0	0.0
129	bis1	0.010036	0.861851
129	last	0.0001945	0.826112
130	bwa	0.0	0.0
130	sim_R1.trim	0.0	0.0
130	bsmap	0.004633	0.9078105
130	gsnap	0.0	0.0
130	bis2	0.000581	0.850766
130	bsmooth	0.0	0.0
130	bis1	0.010036	0.861851
130	last	0.000194	0.8250545
131	bwa	0.0	0.0
131	sim_R1.trim	0.0	0.0
131	bsmap	0.004633	0.9078105
131	gsnap	0.0	0.0
131	bis2	0.000581	0.850766
131	bsmooth	0.0	0.0
131	bis1	0.010036	0.861851
131	last	0.00019	0.825035
132	bwa	0.0	0.0
132	sim_R1.trim	0.0	0.0
132	bsmap	0.004633	0.9078105
132	gsnap	0.0	0.0
132	bis2	0.000581	0.850766
132	bsmooth	0.0	0.0
132	bis1	0.010036	0.861851
132	last	0.0001885	0.8235195
133	bwa	0.0	0.0
133	sim_R1.trim	0.0	0.0
133	bsmap	0.004633	0.9078105
133	gsnap	0.0	0.0
133	bis2	0.000581	0.850766
133	bsmooth	0.0	0.0
133	bis1	0.010036	0.861851
133	last	0.000185	0.8212315
134	bwa	0.0	0.0
134	sim_R1.trim	0.0	0.0
134	bsmap	0.004633	0.9078105
134	gsnap	0.0	0.0
134	bis2	0.000581	0.850766
134	bsmooth	0.0	0.0
134	bis1	0.010036	0.861851
134	last	0.0001825	0.821214
135	bwa	0.0	0.0
135	sim_R1.trim	0.0	0.0
135	bsmap	0.004633	0.9078105
135	gsnap	0.0	0.0
135	bis2	0.000581	0.850766
135	bsmooth	0.0	0.0
135	bis1	0.010036	0.861851
135	last	0.0001815	0.8211915
136	bwa	0.0	0.0
136	sim_R1.trim	0.0	0.0
136	bsmap	0.004633	0.9078105
136	gsnap	0.0	0.0
136	bis2	0.000581	0.850766
136	bsmooth	0.0	0.0
136	bis1	0.010036	0.861851
136	last	0.000177	0.816468
137	bwa	0.0	0.0
137	sim_R1.trim	0.0	0.0
137	bsmap	0.004633	0.9078105
137	gsnap	0.0	0.0
137	bis2	0.000581	0.850766
137	bsmooth	0.0	0.0
137	bis1	0.010036	0.861851
137	last	0.000177	0.816468
138	bwa	0.0	0.0
138	sim_R1.trim	0.0	0.0
138	bsmap	0.004633	0.9078105
138	gsnap	0.0	0.0
138	bis2	0.000581	0.850766
138	bsmooth	0.0	0.0
138	bis1	0.010036	0.861851
138	last	0.0001745	0.8164485
139	bwa	0.0	0.0
139	sim_R1.trim	0.0	0.0
139	bsmap	0.004633	0.9078105
139	gsnap	0.0	0.0
139	bis2	0.000581	0.850766
139	bsmooth	0.0	0.0
139	bis1	0.010036	0.861851
139	last	0.0001715	0.816381
140	bwa	0.0	0.0
140	sim_R1.trim	0.0	0.0
140	bsmap	0.004633	0.9078105
140	gsnap	0.0	0.0
140	bis2	0.000581	0.850766
140	bsmooth	0.0	0.0
140	bis1	0.010036	0.861851
140	last	0.0001715	0.816381
141	bwa	0.0	0.0
141	sim_R1.trim	0.0	0.0
141	bsmap	0.004633	0.9078105
141	gsnap	0.0	0.0
141	bis2	0.000581	0.850766
141	bsmooth	0.0	0.0
141	bis1	0.010036	0.861851
141	last	0.0001715	0.816381
142	bwa	0.0	0.0
142	sim_R1.trim	0.0	0.0
142	bsmap	0.004633	0.9078105
142	gsnap	0.0	0.0
142	bis2	0.000581	0.850766
142	bsmooth	0.0	0.0
142	bis1	0.010036	0.861851
142	last	0.0001685	0.8163365
143	bwa	0.0	0.0
143	sim_R1.trim	0.0	0.0
143	bsmap	0.004633	0.9078105
143	gsnap	0.0	0.0
143	bis2	0.000581	0.850766
143	bsmooth	0.0	0.0
143	bis1	0.010036	0.861851
143	last	0.0001685	0.8163365
144	bwa	0.0	0.0
144	sim_R1.trim	0.0	0.0
144	bsmap	0.004633	0.9078105
144	gsnap	0.0	0.0
144	bis2	0.000581	0.850766
144	bsmooth	0.0	0.0
144	bis1	0.010036	0.861851
144	last	0.0001685	0.8163365
145	bwa	0.0	0.0
145	sim_R1.trim	0.0	0.0
145	bsmap	0.004633	0.9078105
145	gsnap	0.0	0.0
145	bis2	0.000581	0.850766
145	bsmooth	0.0	0.0
145	bis1	0.010036	0.861851
145	last	0.0001685	0.8163365
146	bwa	0.0	0.0
146	sim_R1.trim	0.0	0.0
146	bsmap	0.004633	0.9078105
146	gsnap	0.0	0.0
146	bis2	0.000581	0.850766
146	bsmooth	0.0	0.0
146	bis1	0.010036	0.861851
146	last	0.0001685	0.8163365
147	bwa	0.0	0.0
147	sim_R1.trim	0.0	0.0
147	bsmap	0.004633	0.9078105
147	gsnap	0.0	0.0
147	bis2	0.000581	0.850766
147	bsmooth	0.0	0.0
147	bis1	0.010036	0.861851
147	last	0.0001685	0.8163365
148	bwa	0.0	0.0
148	sim_R1.trim	0.0	0.0
148	bsmap	0.004633	0.9078105
148	gsnap	0.0	0.0
148	bis2	0.000581	0.850766
148	bsmooth	0.0	0.0
148	bis1	0.010036	0.861851
148	last	0.0001685	0.8163365
149	bwa	0.0	0.0
149	sim_R1.trim	0.0	0.0
149	bsmap	0.004633	0.9078105
149	gsnap	0.0	0.0
149	bis2	0.000581	0.850766
149	bsmooth	0.0	0.0
149	bis1	0.010036	0.861851
149	last	0.0001685	0.8163365
150	bwa	0.0	0.0
150	sim_R1.trim	0.0	0.0
150	bsmap	0.004633	0.9078105
150	gsnap	0.0	0.0
150	bis2	0.000581	0.850766
150	bsmooth	0.0	0.0
150	bis1	0.010036	0.861851
150	last	0.0001685	0.8163365
151	bwa	0.0	0.0
151	sim_R1.trim	0.0	0.0
151	bsmap	0.004633	0.9078105
151	gsnap	0.0	0.0
151	bis2	0.000581	0.850766
151	bsmooth	0.0	0.0
151	bis1	0.010036	0.861851
151	last	0.0001685	0.8163365
152	bwa	0.0	0.0
152	sim_R1.trim	0.0	0.0
152	bsmap	0.004633	0.9078105
152	gsnap	0.0	0.0
152	bis2	0.000581	0.850766
152	bsmooth	0.0	0.0
152	bis1	0.010036	0.861851
152	last	0.0001685	0.8163365
153	bwa	0.0	0.0
153	sim_R1.trim	0.0	0.0
153	bsmap	0.004633	0.9078105
153	gsnap	0.0	0.0
153	bis2	0.000581	0.850766
153	bsmooth	0.0	0.0
153	bis1	0.010036	0.861851
153	last	0.0001685	0.8163365
154	bwa	0.0	0.0
154	sim_R1.trim	0.0	0.0
154	bsmap	0.004633	0.9078105
154	gsnap	0.0	0.0
154	bis2	0.000581	0.850766
154	bsmooth	0.0	0.0
154	bis1	0.010036	0.861851
154	last	0.0001685	0.8163365
155	bwa	0.0	0.0
155	sim_R1.trim	0.0	0.0
155	bsmap	0.004633	0.9078105
155	gsnap	0.0	0.0
155	bis2	0.000581	0.850766
155	bsmooth	0.0	0.0
155	bis1	0.010036	0.861851
155	last	0.0001685	0.8163365
156	bwa	0.0	0.0
156	sim_R1.trim	0.0	0.0
156	bsmap	0.004633	0.9078105
156	gsnap	0.0	0.0
156	bis2	0.000581	0.850766
156	bsmooth	0.0	0.0
156	bis1	0.010036	0.861851
156	last	0.0001685	0.8163365
157	bwa	0.0	0.0
157	sim_R1.trim	0.0	0.0
157	bsmap	0.004633	0.9078105
157	gsnap	0.0	0.0
157	bis2	0.000581	0.850766
157	bsmooth	0.0	0.0
157	bis1	0.010036	0.861851
157	last	0.0001685	0.8163365
158	bwa	0.0	0.0
158	sim_R1.trim	0.0	0.0
158	bsmap	0.004633	0.9078105
158	gsnap	0.0	0.0
158	bis2	0.000581	0.850766
158	bsmooth	0.0	0.0
158	bis1	0.010036	0.861851
158	last	0.0001685	0.8163365
159	bwa	0.0	0.0
159	sim_R1.trim	0.0	0.0
159	bsmap	0.004633	0.9078105
159	gsnap	0.0	0.0
159	bis2	0.000581	0.850766
159	bsmooth	0.0	0.0
159	bis1	0.010036	0.861851
159	last	0.0001685	0.8163365
160	bwa	0.0	0.0
160	sim_R1.trim	0.0	0.0
160	bsmap	0.004633	0.9078105
160	gsnap	0.0	0.0
160	bis2	0.000581	0.850766
160	bsmooth	0.0	0.0
160	bis1	0.010036	0.861851
160	last	0.0001685	0.8163365
161	bwa	0.0	0.0
161	sim_R1.trim	0.0	0.0
161	bsmap	0.004633	0.9078105
161	gsnap	0.0	0.0
161	bis2	0.000581	0.850766
161	bsmooth	0.0	0.0
161	bis1	0.010036	0.861851
161	last	0.0001685	0.8163365
162	bwa	0.0	0.0
162	sim_R1.trim	0.0	0.0
162	bsmap	0.004633	0.9078105
162	gsnap	0.0	0.0
162	bis2	0.000581	0.850766
162	bsmooth	0.0	0.0
162	bis1	0.010036	0.861851
162	last	0.0001685	0.8163365
163	bwa	0.0	0.0
163	sim_R1.trim	0.0	0.0
163	bsmap	0.004633	0.9078105
163	gsnap	0.0	0.0
163	bis2	0.000581	0.850766
163	bsmooth	0.0	0.0
163	bis1	0.010036	0.861851
163	last	0.0001685	0.8163365
164	bwa	0.0	0.0
164	sim_R1.trim	0.0	0.0
164	bsmap	0.004633	0.9078105
164	gsnap	0.0	0.0
164	bis2	0.000581	0.850766
164	bsmooth	0.0	0.0
164	bis1	0.010036	0.861851
164	last	0.0001685	0.8163365
165	bwa	0.0	0.0
165	sim_R1.trim	0.0	0.0
165	bsmap	0.004633	0.9078105
165	gsnap	0.0	0.0
165	bis2	0.000581	0.850766
165	bsmooth	0.0	0.0
165	bis1	0.010036	0.861851
165	last	0.0001685	0.8163365
166	bwa	0.0	0.0
166	sim_R1.trim	0.0	0.0
166	bsmap	0.004633	0.9078105
166	gsnap	0.0	0.0
166	bis2	0.000581	0.850766
166	bsmooth	0.0	0.0
166	bis1	0.010036	0.861851
166	last	0.0001685	0.8163365
167	bwa	0.0	0.0
167	sim_R1.trim	0.0	0.0
167	bsmap	0.004633	0.9078105
167	gsnap	0.0	0.0
167	bis2	0.000581	0.850766
167	bsmooth	0.0	0.0
167	bis1	0.010036	0.861851
167	last	0.0001685	0.8163365
168	bwa	0.0	0.0
168	sim_R1.trim	0.0	0.0
168	bsmap	0.004633	0.9078105
168	gsnap	0.0	0.0
168	bis2	0.000581	0.850766
168	bsmooth	0.0	0.0
168	bis1	0.010036	0.861851
168	last	0.0001685	0.8163365
169	bwa	0.0	0.0
169	sim_R1.trim	0.0	0.0
169	bsmap	0.004633	0.9078105
169	gsnap	0.0	0.0
169	bis2	0.000581	0.850766
169	bsmooth	0.0	0.0
169	bis1	0.010036	0.861851
169	last	0.0001685	0.8163365
170	bwa	0.0	0.0
170	sim_R1.trim	0.0	0.0
170	bsmap	0.004633	0.9078105
170	gsnap	0.0	0.0
170	bis2	0.000581	0.850766
170	bsmooth	0.0	0.0
170	bis1	0.010036	0.861851
170	last	0.0001685	0.8163365
171	bwa	0.0	0.0
171	sim_R1.trim	0.0	0.0
171	bsmap	0.004633	0.9078105
171	gsnap	0.0	0.0
171	bis2	0.000581	0.850766
171	bsmooth	0.0	0.0
171	bis1	0.010036	0.861851
171	last	0.0001685	0.8163365
172	bwa	0.0	0.0
172	sim_R1.trim	0.0	0.0
172	bsmap	0.004633	0.9078105
172	gsnap	0.0	0.0
172	bis2	0.000581	0.850766
172	bsmooth	0.0	0.0
172	bis1	0.010036	0.861851
172	last	0.0001685	0.8163365
173	bwa	0.0	0.0
173	sim_R1.trim	0.0	0.0
173	bsmap	0.004633	0.9078105
173	gsnap	0.0	0.0
173	bis2	0.000581	0.850766
173	bsmooth	0.0	0.0
173	bis1	0.010036	0.861851
173	last	0.0001685	0.8163365
174	bwa	0.0	0.0
174	sim_R1.trim	0.0	0.0
174	bsmap	0.004633	0.9078105
174	gsnap	0.0	0.0
174	bis2	0.000581	0.850766
174	bsmooth	0.0	0.0
174	bis1	0.010036	0.861851
174	last	0.0001685	0.8163365
175	bwa	0.0	0.0
175	sim_R1.trim	0.0	0.0
175	bsmap	0.004633	0.9078105
175	gsnap	0.0	0.0
175	bis2	0.000581	0.850766
175	bsmooth	0.0	0.0
175	bis1	0.010036	0.861851
175	last	0.0001685	0.8163365
176	bwa	0.0	0.0
176	sim_R1.trim	0.0	0.0
176	bsmap	0.004633	0.9078105
176	gsnap	0.0	0.0
176	bis2	0.000581	0.850766
176	bsmooth	0.0	0.0
176	bis1	0.010036	0.861851
176	last	0.0001685	0.8163365
177	bwa	0.0	0.0
177	sim_R1.trim	0.0	0.0
177	bsmap	0.004633	0.9078105
177	gsnap	0.0	0.0
177	bis2	0.000581	0.850766
177	bsmooth	0.0	0.0
177	bis1	0.010036	0.861851
177	last	0.0001685	0.8163365
178	bwa	0.0	0.0
178	sim_R1.trim	0.0	0.0
178	bsmap	0.004633	0.9078105
178	gsnap	0.0	0.0
178	bis2	0.000581	0.850766
178	bsmooth	0.0	0.0
178	bis1	0.010036	0.861851
178	last	0.0001685	0.8163365
179	bwa	0.0	0.0
179	sim_R1.trim	0.0	0.0
179	bsmap	0.004633	0.9078105
179	gsnap	0.0	0.0
179	bis2	0.000581	0.850766
179	bsmooth	0.0	0.0
179	bis1	0.010036	0.861851
179	last	0.0001685	0.8163365
180	bwa	0.0	0.0
180	sim_R1.trim	0.0	0.0
180	bsmap	0.004633	0.9078105
180	gsnap	0.0	0.0
180	bis2	0.000581	0.850766
180	bsmooth	0.0	0.0
180	bis1	0.010036	0.861851
180	last	0.0001685	0.8163365
181	bwa	0.0	0.0
181	sim_R1.trim	0.0	0.0
181	bsmap	0.004633	0.9078105
181	gsnap	0.0	0.0
181	bis2	0.000581	0.850766
181	bsmooth	0.0	0.0
181	bis1	0.010036	0.861851
181	last	0.0001685	0.8163365
182	bwa	0.0	0.0
182	sim_R1.trim	0.0	0.0
182	bsmap	0.004633	0.9078105
182	gsnap	0.0	0.0
182	bis2	0.000581	0.850766
182	bsmooth	0.0	0.0
182	bis1	0.010036	0.861851
182	last	0.0001685	0.8163365
183	bwa	0.0	0.0
183	sim_R1.trim	0.0	0.0
183	bsmap	0.004633	0.9078105
183	gsnap	0.0	0.0
183	bis2	0.000581	0.850766
183	bsmooth	0.0	0.0
183	bis1	0.010036	0.861851
183	last	0.0001685	0.8163365
184	bwa	0.0	0.0
184	sim_R1.trim	0.0	0.0
184	bsmap	0.004633	0.9078105
184	gsnap	0.0	0.0
184	bis2	0.000581	0.850766
184	bsmooth	0.0	0.0
184	bis1	0.010036	0.861851
184	last	0.0001685	0.8163365
185	bwa	0.0	0.0
185	sim_R1.trim	0.0	0.0
185	bsmap	0.004633	0.9078105
185	gsnap	0.0	0.0
185	bis2	0.000581	0.850766
185	bsmooth	0.0	0.0
185	bis1	0.010036	0.861851
185	last	0.0001685	0.8163365
186	bwa	0.0	0.0
186	sim_R1.trim	0.0	0.0
186	bsmap	0.004633	0.9078105
186	gsnap	0.0	0.0
186	bis2	0.000581	0.850766
186	bsmooth	0.0	0.0
186	bis1	0.010036	0.861851
186	last	0.0001685	0.8163365
187	bwa	0.0	0.0
187	sim_R1.trim	0.0	0.0
187	bsmap	0.004633	0.9078105
187	gsnap	0.0	0.0
187	bis2	0.000581	0.850766
187	bsmooth	0.0	0.0
187	bis1	0.010036	0.861851
187	last	0.0001685	0.8163365
188	bwa	0.0	0.0
188	sim_R1.trim	0.0	0.0
188	bsmap	0.004633	0.9078105
188	gsnap	0.0	0.0
188	bis2	0.000581	0.850766
188	bsmooth	0.0	0.0
188	bis1	0.010036	0.861851
188	last	0.0001685	0.8163365
189	bwa	0.0	0.0
189	sim_R1.trim	0.0	0.0
189	bsmap	0.004633	0.9078105
189	gsnap	0.0	0.0
189	bis2	0.000581	0.850766
189	bsmooth	0.0	0.0
189	bis1	0.010036	0.861851
189	last	0.0001685	0.8163365
190	bwa	0.0	0.0
190	sim_R1.trim	0.0	0.0
190	bsmap	0.004633	0.9078105
190	gsnap	0.0	0.0
190	bis2	0.000581	0.850766
190	bsmooth	0.0	0.0
190	bis1	0.010036	0.861851
190	last	0.0001685	0.8163365
191	bwa	0.0	0.0
191	sim_R1.trim	0.0	0.0
191	bsmap	0.004633	0.9078105
191	gsnap	0.0	0.0
191	bis2	0.000581	0.850766
191	bsmooth	0.0	0.0
191	bis1	0.010036	0.861851
191	last	0.0001685	0.8163365
192	bwa	0.0	0.0
192	sim_R1.trim	0.0	0.0
192	bsmap	0.004633	0.9078105
192	gsnap	0.0	0.0
192	bis2	0.000581	0.850766
192	bsmooth	0.0	0.0
192	bis1	0.010036	0.861851
192	last	0.0001685	0.8163365
193	bwa	0.0	0.0
193	sim_R1.trim	0.0	0.0
193	bsmap	0.004633	0.9078105
193	gsnap	0.0	0.0
193	bis2	0.000581	0.850766
193	bsmooth	0.0	0.0
193	bis1	0.010036	0.861851
193	last	0.0001685	0.8163365
194	bwa	0.0	0.0
194	sim_R1.trim	0.0	0.0
194	bsmap	0.004633	0.9078105
194	gsnap	0.0	0.0
194	bis2	0.000581	0.850766
194	bsmooth	0.0	0.0
194	bis1	0.010036	0.861851
194	last	0.0001685	0.8163365
195	bwa	0.0	0.0
195	sim_R1.trim	0.0	0.0
195	bsmap	0.004633	0.9078105
195	gsnap	0.0	0.0
195	bis2	0.000581	0.850766
195	bsmooth	0.0	0.0
195	bis1	0.010036	0.861851
195	last	0.0001685	0.8163365
196	bwa	0.0	0.0
196	sim_R1.trim	0.0	0.0
196	bsmap	0.004633	0.9078105
196	gsnap	0.0	0.0
196	bis2	0.000581	0.850766
196	bsmooth	0.0	0.0
196	bis1	0.010036	0.861851
196	last	0.0001685	0.8163365
197	bwa	0.0	0.0
197	sim_R1.trim	0.0	0.0
197	bsmap	0.004633	0.9078105
197	gsnap	0.0	0.0
197	bis2	0.000581	0.850766
197	bsmooth	0.0	0.0
197	bis1	0.010036	0.861851
197	last	0.0001685	0.8163365
198	bwa	0.0	0.0
198	sim_R1.trim	0.0	0.0
198	bsmap	0.004633	0.9078105
198	gsnap	0.0	0.0
198	bis2	0.000581	0.850766
198	bsmooth	0.0	0.0
198	bis1	0.010036	0.861851
198	last	0.0001685	0.8163365
199	bwa	0.0	0.0
199	sim_R1.trim	0.0	0.0
199	bsmap	0.004633	0.9078105
199	gsnap	0.0	0.0
199	bis2	0.000581	0.850766
199	bsmooth	0.0	0.0
199	bis1	0.010036	0.861851
199	last	0.0001685	0.8163365
200	bwa	0.0	0.0
200	sim_R1.trim	0.0	0.0
200	bsmap	0.004633	0.9078105
200	gsnap	0.0	0.0
200	bis2	0.000581	0.850766
200	bsmooth	0.0	0.0
200	bis1	0.010036	0.861851
200	last	0.0001685	0.8163365
201	bwa	0.0	0.0
201	sim_R1.trim	0.0	0.0
201	bsmap	0.004633	0.9078105
201	gsnap	0.0	0.0
201	bis2	0.000581	0.850766
201	bsmooth	0.0	0.0
201	bis1	0.010036	0.861851
201	last	0.0001685	0.8163365
202	bwa	0.0	0.0
202	sim_R1.trim	0.0	0.0
202	bsmap	0.004633	0.9078105
202	gsnap	0.0	0.0
202	bis2	0.000581	0.850766
202	bsmooth	0.0	0.0
202	bis1	0.010036	0.861851
202	last	0.0001685	0.8163365
203	bwa	0.0	0.0
203	sim_R1.trim	0.0	0.0
203	bsmap	0.004633	0.9078105
203	gsnap	0.0	0.0
203	bis2	0.000581	0.850766
203	bsmooth	0.0	0.0
203	bis1	0.010036	0.861851
203	last	0.0001685	0.8163365
204	bwa	0.0	0.0
204	sim_R1.trim	0.0	0.0
204	bsmap	0.004633	0.9078105
204	gsnap	0.0	0.0
204	bis2	0.000581	0.850766
204	bsmooth	0.0	0.0
204	bis1	0.010036	0.861851
204	last	0.0001685	0.8163365
205	bwa	0.0	0.0
205	sim_R1.trim	0.0	0.0
205	bsmap	0.004633	0.9078105
205	gsnap	0.0	0.0
205	bis2	0.000581	0.850766
205	bsmooth	0.0	0.0
205	bis1	0.010036	0.861851
205	last	0.0001685	0.8163365
206	bwa	0.0	0.0
206	sim_R1.trim	0.0	0.0
206	bsmap	0.004633	0.9078105
206	gsnap	0.0	0.0
206	bis2	0.000581	0.850766
206	bsmooth	0.0	0.0
206	bis1	0.010036	0.861851
206	last	0.0001685	0.8163365
207	bwa	0.0	0.0
207	sim_R1.trim	0.0	0.0
207	bsmap	0.004633	0.9078105
207	gsnap	0.0	0.0
207	bis2	0.000581	0.850766
207	bsmooth	0.0	0.0
207	bis1	0.010036	0.861851
207	last	0.0001685	0.8163365
208	bwa	0.0	0.0
208	sim_R1.trim	0.0	0.0
208	bsmap	0.004633	0.9078105
208	gsnap	0.0	0.0
208	bis2	0.000581	0.850766
208	bsmooth	0.0	0.0
208	bis1	0.010036	0.861851
208	last	0.0001685	0.8163365
209	bwa	0.0	0.0
209	sim_R1.trim	0.0	0.0
209	bsmap	0.004633	0.9078105
