qual	method	off	on
105	bwa	0.0	0.0
105	sim_R1	0.0	0.0
105	bsmap	0.005684	0.905166
105	gsnap	0.0	0.0
105	bis2	0.0026475	0.8302995
105	bsmooth	0.0	0.0
105	bis1	0.00943	0.844797
105	last	0.001111	0.854292
106	bwa	0.0	0.0
106	sim_R1	0.0	0.0
106	bsmap	0.005684	0.905166
106	gsnap	0.0	0.0
106	bis2	0.0026475	0.8302995
106	bsmooth	0.0	0.0
106	bis1	0.00943	0.844797
106	last	0.0011045	0.853357
107	bwa	0.0	0.0
107	sim_R1	0.0	0.0
107	bsmap	0.005684	0.905166
107	gsnap	0.0	0.0
107	bis2	0.0026475	0.8302995
107	bsmooth	0.0	0.0
107	bis1	0.00943	0.844797
107	last	0.001102	0.8523895
108	bwa	0.0	0.0
108	sim_R1	0.0	0.0
108	bsmap	0.005684	0.905166
108	gsnap	0.0	0.0
108	bis2	0.0026475	0.8302995
108	bsmooth	0.0	0.0
108	bis1	0.00943	0.844797
108	last	0.0010965	0.851357
109	bwa	0.0	0.0
109	sim_R1	0.0	0.0
109	bsmap	0.005684	0.905166
109	gsnap	0.0	0.0
109	bis2	0.0026475	0.8302995
109	bsmooth	0.0	0.0
109	bis1	0.00943	0.844797
109	last	0.001088	0.850431
110	bwa	0.0	0.0
110	sim_R1	0.0	0.0
110	bsmap	0.005684	0.905166
110	gsnap	0.0	0.0
110	bis2	0.0026475	0.8302995
110	bsmooth	0.0	0.0
110	bis1	0.00943	0.844797
110	last	0.001079	0.8494615
111	bwa	0.0	0.0
111	sim_R1	0.0	0.0
111	bsmap	0.005684	0.905166
111	gsnap	0.0	0.0
111	bis2	0.0026475	0.8302995
111	bsmooth	0.0	0.0
111	bis1	0.00943	0.844797
111	last	0.001069	0.848439
112	bwa	0.0	0.0
112	sim_R1	0.0	0.0
112	bsmap	0.005684	0.905166
112	gsnap	0.0	0.0
112	bis2	0.0026475	0.8302995
112	bsmooth	0.0	0.0
112	bis1	0.00943	0.844797
112	last	0.0010625	0.84738
113	bwa	0.0	0.0
113	sim_R1	0.0	0.0
113	bsmap	0.005684	0.905166
113	gsnap	0.0	0.0
113	bis2	0.0026475	0.8302995
113	bsmooth	0.0	0.0
113	bis1	0.00943	0.844797
113	last	0.0010565	0.846343
114	bwa	0.0	0.0
114	sim_R1	0.0	0.0
114	bsmap	0.005684	0.905166
114	gsnap	0.0	0.0
114	bis2	0.0026475	0.8302995
114	bsmooth	0.0	0.0
114	bis1	0.00943	0.844797
114	last	0.001047	0.8454915
115	bwa	0.0	0.0
115	sim_R1	0.0	0.0
115	bsmap	0.005684	0.905166
115	gsnap	0.0	0.0
115	bis2	0.0026475	0.8302995
115	bsmooth	0.0	0.0
115	bis1	0.00943	0.844797
115	last	0.001038	0.844529
116	bwa	0.0	0.0
116	sim_R1	0.0	0.0
116	bsmap	0.005684	0.905166
116	gsnap	0.0	0.0
116	bis2	0.0026475	0.8302995
116	bsmooth	0.0	0.0
116	bis1	0.00943	0.844797
116	last	0.001026	0.843613
117	bwa	0.0	0.0
117	sim_R1	0.0	0.0
117	bsmap	0.005684	0.905166
117	gsnap	0.0	0.0
117	bis2	0.0026475	0.8302995
117	bsmooth	0.0	0.0
117	bis1	0.00943	0.844797
117	last	0.001017	0.843003
118	bwa	0.0	0.0
118	sim_R1	0.0	0.0
118	bsmap	0.005684	0.905166
118	gsnap	0.0	0.0
118	bis2	0.0026475	0.8302995
118	bsmooth	0.0	0.0
118	bis1	0.00943	0.844797
118	last	0.0010085	0.84248
119	bwa	0.0	0.0
119	sim_R1	0.0	0.0
119	bsmap	0.005684	0.905166
119	gsnap	0.0	0.0
119	bis2	0.0026475	0.8302995
119	bsmooth	0.0	0.0
119	bis1	0.00943	0.844797
119	last	0.001004	0.8419025
120	bwa	0.0	0.0
120	sim_R1	0.0	0.0
120	bsmap	0.005684	0.905166
120	gsnap	0.0	0.0
120	bis2	0.0026475	0.8302995
120	bsmooth	0.0	0.0
120	bis1	0.00943	0.844797
120	last	0.0009915	0.8412785
121	bwa	0.0	0.0
121	sim_R1	0.0	0.0
121	bsmap	0.005684	0.905166
121	gsnap	0.0	0.0
121	bis2	0.0026475	0.8302995
121	bsmooth	0.0	0.0
121	bis1	0.00943	0.844797
121	last	0.000988	0.8406405
122	bwa	0.0	0.0
122	sim_R1	0.0	0.0
122	bsmap	0.005684	0.905166
122	gsnap	0.0	0.0
122	bis2	0.0026475	0.8302995
122	bsmooth	0.0	0.0
122	bis1	0.00943	0.844797
122	last	0.0009835	0.839897
123	bwa	0.0	0.0
123	sim_R1	0.0	0.0
123	bsmap	0.005684	0.905166
123	gsnap	0.0	0.0
123	bis2	0.0026475	0.8302995
123	bsmooth	0.0	0.0
123	bis1	0.00943	0.844797
123	last	0.0009775	0.8392365
124	bwa	0.0	0.0
124	sim_R1	0.0	0.0
124	bsmap	0.005684	0.905166
124	gsnap	0.0	0.0
124	bis2	0.0026475	0.8302995
124	bsmooth	0.0	0.0
124	bis1	0.00943	0.844797
124	last	0.0009675	0.8385195
125	bwa	0.0	0.0
125	sim_R1	0.0	0.0
125	bsmap	0.005684	0.905166
125	gsnap	0.0	0.0
125	bis2	0.0026475	0.8302995
125	bsmooth	0.0	0.0
125	bis1	0.00943	0.844797
125	last	0.000963	0.837827
126	bwa	0.0	0.0
126	sim_R1	0.0	0.0
126	bsmap	0.005684	0.905166
126	gsnap	0.0	0.0
126	bis2	0.0026475	0.8302995
126	bsmooth	0.0	0.0
126	bis1	0.00943	0.844797
126	last	0.0009585	0.8368605
127	bwa	0.0	0.0
127	sim_R1	0.0	0.0
127	bsmap	0.005684	0.905166
127	gsnap	0.0	0.0
127	bis2	0.0026475	0.8302995
127	bsmooth	0.0	0.0
127	bis1	0.00943	0.844797
127	last	0.000952	0.8360065
128	bwa	0.0	0.0
128	sim_R1	0.0	0.0
128	bsmap	0.005684	0.905166
128	gsnap	0.0	0.0
128	bis2	0.0026475	0.8302995
128	bsmooth	0.0	0.0
128	bis1	0.00943	0.844797
128	last	0.000948	0.8354625
129	bwa	0.0	0.0
129	sim_R1	0.0	0.0
129	bsmap	0.005684	0.905166
129	gsnap	0.0	0.0
129	bis2	0.0026475	0.8302995
129	bsmooth	0.0	0.0
129	bis1	0.00943	0.844797
129	last	0.0009385	0.834139
130	bwa	0.0	0.0
130	sim_R1	0.0	0.0
130	bsmap	0.005684	0.905166
130	gsnap	0.0	0.0
130	bis2	0.0026475	0.8302995
130	bsmooth	0.0	0.0
130	bis1	0.00943	0.844797
130	last	0.0009315	0.833187
131	bwa	0.0	0.0
131	sim_R1	0.0	0.0
131	bsmap	0.005684	0.905166
131	gsnap	0.0	0.0
131	bis2	0.0026475	0.8302995
131	bsmooth	0.0	0.0
131	bis1	0.00943	0.844797
131	last	0.0009285	0.833182
132	bwa	0.0	0.0
132	sim_R1	0.0	0.0
132	bsmap	0.005684	0.905166
132	gsnap	0.0	0.0
132	bis2	0.0026475	0.8302995
132	bsmooth	0.0	0.0
132	bis1	0.00943	0.844797
132	last	0.0009165	0.831844
133	bwa	0.0	0.0
133	sim_R1	0.0	0.0
133	bsmap	0.005684	0.905166
133	gsnap	0.0	0.0
133	bis2	0.0026475	0.8302995
133	bsmooth	0.0	0.0
133	bis1	0.00943	0.844797
133	last	0.0009085	0.8298435
134	bwa	0.0	0.0
134	sim_R1	0.0	0.0
134	bsmap	0.005684	0.905166
134	gsnap	0.0	0.0
134	bis2	0.0026475	0.8302995
134	bsmooth	0.0	0.0
134	bis1	0.00943	0.844797
134	last	0.000908	0.8298415
135	bwa	0.0	0.0
135	sim_R1	0.0	0.0
135	bsmap	0.005684	0.905166
135	gsnap	0.0	0.0
135	bis2	0.0026475	0.8302995
135	bsmooth	0.0	0.0
135	bis1	0.00943	0.844797
135	last	0.0009045	0.829832
136	bwa	0.0	0.0
136	sim_R1	0.0	0.0
136	bsmap	0.005684	0.905166
136	gsnap	0.0	0.0
136	bis2	0.0026475	0.8302995
136	bsmooth	0.0	0.0
136	bis1	0.00943	0.844797
136	last	0.0008805	0.825705
137	bwa	0.0	0.0
137	sim_R1	0.0	0.0
137	bsmap	0.005684	0.905166
137	gsnap	0.0	0.0
137	bis2	0.0026475	0.8302995
137	bsmooth	0.0	0.0
137	bis1	0.00943	0.844797
137	last	0.0008805	0.825705
138	bwa	0.0	0.0
138	sim_R1	0.0	0.0
138	bsmap	0.005684	0.905166
138	gsnap	0.0	0.0
138	bis2	0.0026475	0.8302995
138	bsmooth	0.0	0.0
138	bis1	0.00943	0.844797
138	last	0.000874	0.8257015
139	bwa	0.0	0.0
139	sim_R1	0.0	0.0
139	bsmap	0.005684	0.905166
139	gsnap	0.0	0.0
139	bis2	0.0026475	0.8302995
139	bsmooth	0.0	0.0
139	bis1	0.00943	0.844797
139	last	0.000862	0.8256785
140	bwa	0.0	0.0
140	sim_R1	0.0	0.0
140	bsmap	0.005684	0.905166
140	gsnap	0.0	0.0
140	bis2	0.0026475	0.8302995
140	bsmooth	0.0	0.0
140	bis1	0.00943	0.844797
140	last	0.000862	0.8256785
141	bwa	0.0	0.0
141	sim_R1	0.0	0.0
141	bsmap	0.005684	0.905166
141	gsnap	0.0	0.0
141	bis2	0.0026475	0.8302995
141	bsmooth	0.0	0.0
141	bis1	0.00943	0.844797
141	last	0.000862	0.8256785
142	bwa	0.0	0.0
142	sim_R1	0.0	0.0
142	bsmap	0.005684	0.905166
142	gsnap	0.0	0.0
142	bis2	0.0026475	0.8302995
142	bsmooth	0.0	0.0
142	bis1	0.00943	0.844797
142	last	0.000851	0.825671
143	bwa	0.0	0.0
143	sim_R1	0.0	0.0
143	bsmap	0.005684	0.905166
143	gsnap	0.0	0.0
143	bis2	0.0026475	0.8302995
143	bsmooth	0.0	0.0
143	bis1	0.00943	0.844797
143	last	0.000851	0.825671
144	bwa	0.0	0.0
144	sim_R1	0.0	0.0
144	bsmap	0.005684	0.905166
144	gsnap	0.0	0.0
144	bis2	0.0026475	0.8302995
144	bsmooth	0.0	0.0
144	bis1	0.00943	0.844797
144	last	0.000851	0.825671
145	bwa	0.0	0.0
145	sim_R1	0.0	0.0
145	bsmap	0.005684	0.905166
145	gsnap	0.0	0.0
145	bis2	0.0026475	0.8302995
145	bsmooth	0.0	0.0
145	bis1	0.00943	0.844797
145	last	0.000851	0.825671
146	bwa	0.0	0.0
146	sim_R1	0.0	0.0
146	bsmap	0.005684	0.905166
146	gsnap	0.0	0.0
146	bis2	0.0026475	0.8302995
146	bsmooth	0.0	0.0
146	bis1	0.00943	0.844797
146	last	0.000851	0.825671
147	bwa	0.0	0.0
147	sim_R1	0.0	0.0
147	bsmap	0.005684	0.905166
147	gsnap	0.0	0.0
147	bis2	0.0026475	0.8302995
147	bsmooth	0.0	0.0
147	bis1	0.00943	0.844797
147	last	0.000851	0.825671
148	bwa	0.0	0.0
148	sim_R1	0.0	0.0
148	bsmap	0.005684	0.905166
148	gsnap	0.0	0.0
148	bis2	0.0026475	0.8302995
148	bsmooth	0.0	0.0
148	bis1	0.00943	0.844797
148	last	0.000851	0.825671
149	bwa	0.0	0.0
149	sim_R1	0.0	0.0
149	bsmap	0.005684	0.905166
149	gsnap	0.0	0.0
149	bis2	0.0026475	0.8302995
149	bsmooth	0.0	0.0
149	bis1	0.00943	0.844797
149	last	0.000851	0.825671
150	bwa	0.0	0.0
150	sim_R1	0.0	0.0
150	bsmap	0.005684	0.905166
150	gsnap	0.0	0.0
150	bis2	0.0026475	0.8302995
150	bsmooth	0.0	0.0
150	bis1	0.00943	0.844797
150	last	0.000851	0.825671
151	bwa	0.0	0.0
151	sim_R1	0.0	0.0
151	bsmap	0.005684	0.905166
151	gsnap	0.0	0.0
151	bis2	0.0026475	0.8302995
151	bsmooth	0.0	0.0
151	bis1	0.00943	0.844797
151	last	0.000851	0.825671
152	bwa	0.0	0.0
152	sim_R1	0.0	0.0
152	bsmap	0.005684	0.905166
152	gsnap	0.0	0.0
152	bis2	0.0026475	0.8302995
152	bsmooth	0.0	0.0
152	bis1	0.00943	0.844797
152	last	0.000851	0.825671
153	bwa	0.0	0.0
153	sim_R1	0.0	0.0
153	bsmap	0.005684	0.905166
153	gsnap	0.0	0.0
153	bis2	0.0026475	0.8302995
153	bsmooth	0.0	0.0
153	bis1	0.00943	0.844797
153	last	0.000851	0.825671
154	bwa	0.0	0.0
154	sim_R1	0.0	0.0
154	bsmap	0.005684	0.905166
154	gsnap	0.0	0.0
154	bis2	0.0026475	0.8302995
154	bsmooth	0.0	0.0
154	bis1	0.00943	0.844797
154	last	0.000851	0.825671
155	bwa	0.0	0.0
155	sim_R1	0.0	0.0
155	bsmap	0.005684	0.905166
155	gsnap	0.0	0.0
155	bis2	0.0026475	0.8302995
155	bsmooth	0.0	0.0
155	bis1	0.00943	0.844797
155	last	0.000851	0.825671
156	bwa	0.0	0.0
156	sim_R1	0.0	0.0
156	bsmap	0.005684	0.905166
156	gsnap	0.0	0.0
156	bis2	0.0026475	0.8302995
156	bsmooth	0.0	0.0
156	bis1	0.00943	0.844797
156	last	0.000851	0.825671
157	bwa	0.0	0.0
157	sim_R1	0.0	0.0
157	bsmap	0.005684	0.905166
157	gsnap	0.0	0.0
157	bis2	0.0026475	0.8302995
157	bsmooth	0.0	0.0
157	bis1	0.00943	0.844797
157	last	0.000851	0.825671
158	bwa	0.0	0.0
158	sim_R1	0.0	0.0
158	bsmap	0.005684	0.905166
158	gsnap	0.0	0.0
158	bis2	0.0026475	0.8302995
158	bsmooth	0.0	0.0
158	bis1	0.00943	0.844797
158	last	0.000851	0.825671
159	bwa	0.0	0.0
159	sim_R1	0.0	0.0
159	bsmap	0.005684	0.905166
159	gsnap	0.0	0.0
159	bis2	0.0026475	0.8302995
159	bsmooth	0.0	0.0
159	bis1	0.00943	0.844797
159	last	0.000851	0.825671
160	bwa	0.0	0.0
160	sim_R1	0.0	0.0
160	bsmap	0.005684	0.905166
160	gsnap	0.0	0.0
160	bis2	0.0026475	0.8302995
160	bsmooth	0.0	0.0
160	bis1	0.00943	0.844797
160	last	0.000851	0.825671
161	bwa	0.0	0.0
161	sim_R1	0.0	0.0
161	bsmap	0.005684	0.905166
161	gsnap	0.0	0.0
161	bis2	0.0026475	0.8302995
161	bsmooth	0.0	0.0
161	bis1	0.00943	0.844797
161	last	0.000851	0.825671
162	bwa	0.0	0.0
162	sim_R1	0.0	0.0
162	bsmap	0.005684	0.905166
162	gsnap	0.0	0.0
162	bis2	0.0026475	0.8302995
162	bsmooth	0.0	0.0
162	bis1	0.00943	0.844797
162	last	0.000851	0.825671
163	bwa	0.0	0.0
163	sim_R1	0.0	0.0
163	bsmap	0.005684	0.905166
163	gsnap	0.0	0.0
163	bis2	0.0026475	0.8302995
163	bsmooth	0.0	0.0
163	bis1	0.00943	0.844797
163	last	0.000851	0.825671
164	bwa	0.0	0.0
164	sim_R1	0.0	0.0
164	bsmap	0.005684	0.905166
164	gsnap	0.0	0.0
164	bis2	0.0026475	0.8302995
164	bsmooth	0.0	0.0
164	bis1	0.00943	0.844797
164	last	0.000851	0.825671
165	bwa	0.0	0.0
165	sim_R1	0.0	0.0
165	bsmap	0.005684	0.905166
165	gsnap	0.0	0.0
165	bis2	0.0026475	0.8302995
165	bsmooth	0.0	0.0
165	bis1	0.00943	0.844797
165	last	0.000851	0.825671
166	bwa	0.0	0.0
166	sim_R1	0.0	0.0
166	bsmap	0.005684	0.905166
166	gsnap	0.0	0.0
166	bis2	0.0026475	0.8302995
166	bsmooth	0.0	0.0
166	bis1	0.00943	0.844797
166	last	0.000851	0.825671
167	bwa	0.0	0.0
167	sim_R1	0.0	0.0
167	bsmap	0.005684	0.905166
167	gsnap	0.0	0.0
167	bis2	0.0026475	0.8302995
167	bsmooth	0.0	0.0
167	bis1	0.00943	0.844797
167	last	0.000851	0.825671
168	bwa	0.0	0.0
168	sim_R1	0.0	0.0
168	bsmap	0.005684	0.905166
168	gsnap	0.0	0.0
168	bis2	0.0026475	0.8302995
168	bsmooth	0.0	0.0
168	bis1	0.00943	0.844797
168	last	0.000851	0.825671
169	bwa	0.0	0.0
169	sim_R1	0.0	0.0
169	bsmap	0.005684	0.905166
169	gsnap	0.0	0.0
169	bis2	0.0026475	0.8302995
169	bsmooth	0.0	0.0
169	bis1	0.00943	0.844797
169	last	0.000851	0.825671
170	bwa	0.0	0.0
170	sim_R1	0.0	0.0
170	bsmap	0.005684	0.905166
170	gsnap	0.0	0.0
170	bis2	0.0026475	0.8302995
170	bsmooth	0.0	0.0
170	bis1	0.00943	0.844797
170	last	0.000851	0.825671
171	bwa	0.0	0.0
171	sim_R1	0.0	0.0
171	bsmap	0.005684	0.905166
171	gsnap	0.0	0.0
171	bis2	0.0026475	0.8302995
171	bsmooth	0.0	0.0
171	bis1	0.00943	0.844797
171	last	0.000851	0.825671
172	bwa	0.0	0.0
172	sim_R1	0.0	0.0
172	bsmap	0.005684	0.905166
172	gsnap	0.0	0.0
172	bis2	0.0026475	0.8302995
172	bsmooth	0.0	0.0
172	bis1	0.00943	0.844797
172	last	0.000851	0.825671
173	bwa	0.0	0.0
173	sim_R1	0.0	0.0
173	bsmap	0.005684	0.905166
173	gsnap	0.0	0.0
173	bis2	0.0026475	0.8302995
173	bsmooth	0.0	0.0
173	bis1	0.00943	0.844797
173	last	0.000851	0.825671
174	bwa	0.0	0.0
174	sim_R1	0.0	0.0
174	bsmap	0.005684	0.905166
174	gsnap	0.0	0.0
174	bis2	0.0026475	0.8302995
174	bsmooth	0.0	0.0
174	bis1	0.00943	0.844797
174	last	0.000851	0.825671
175	bwa	0.0	0.0
175	sim_R1	0.0	0.0
175	bsmap	0.005684	0.905166
175	gsnap	0.0	0.0
175	bis2	0.0026475	0.8302995
175	bsmooth	0.0	0.0
175	bis1	0.00943	0.844797
175	last	0.000851	0.825671
176	bwa	0.0	0.0
176	sim_R1	0.0	0.0
176	bsmap	0.005684	0.905166
176	gsnap	0.0	0.0
176	bis2	0.0026475	0.8302995
176	bsmooth	0.0	0.0
176	bis1	0.00943	0.844797
176	last	0.000851	0.825671
177	bwa	0.0	0.0
177	sim_R1	0.0	0.0
177	bsmap	0.005684	0.905166
177	gsnap	0.0	0.0
177	bis2	0.0026475	0.8302995
177	bsmooth	0.0	0.0
177	bis1	0.00943	0.844797
177	last	0.000851	0.825671
178	bwa	0.0	0.0
178	sim_R1	0.0	0.0
178	bsmap	0.005684	0.905166
178	gsnap	0.0	0.0
178	bis2	0.0026475	0.8302995
178	bsmooth	0.0	0.0
178	bis1	0.00943	0.844797
178	last	0.000851	0.825671
179	bwa	0.0	0.0
179	sim_R1	0.0	0.0
179	bsmap	0.005684	0.905166
179	gsnap	0.0	0.0
179	bis2	0.0026475	0.8302995
179	bsmooth	0.0	0.0
179	bis1	0.00943	0.844797
179	last	0.000851	0.825671
180	bwa	0.0	0.0
180	sim_R1	0.0	0.0
180	bsmap	0.005684	0.905166
180	gsnap	0.0	0.0
180	bis2	0.0026475	0.8302995
180	bsmooth	0.0	0.0
180	bis1	0.00943	0.844797
180	last	0.000851	0.825671
181	bwa	0.0	0.0
181	sim_R1	0.0	0.0
181	bsmap	0.005684	0.905166
181	gsnap	0.0	0.0
181	bis2	0.0026475	0.8302995
181	bsmooth	0.0	0.0
181	bis1	0.00943	0.844797
181	last	0.000851	0.825671
182	bwa	0.0	0.0
182	sim_R1	0.0	0.0
182	bsmap	0.005684	0.905166
182	gsnap	0.0	0.0
182	bis2	0.0026475	0.8302995
182	bsmooth	0.0	0.0
182	bis1	0.00943	0.844797
182	last	0.000851	0.825671
183	bwa	0.0	0.0
183	sim_R1	0.0	0.0
183	bsmap	0.005684	0.905166
183	gsnap	0.0	0.0
183	bis2	0.0026475	0.8302995
183	bsmooth	0.0	0.0
183	bis1	0.00943	0.844797
183	last	0.000851	0.825671
184	bwa	0.0	0.0
184	sim_R1	0.0	0.0
184	bsmap	0.005684	0.905166
184	gsnap	0.0	0.0
184	bis2	0.0026475	0.8302995
184	bsmooth	0.0	0.0
184	bis1	0.00943	0.844797
184	last	0.000851	0.825671
185	bwa	0.0	0.0
185	sim_R1	0.0	0.0
185	bsmap	0.005684	0.905166
185	gsnap	0.0	0.0
185	bis2	0.0026475	0.8302995
185	bsmooth	0.0	0.0
185	bis1	0.00943	0.844797
185	last	0.000851	0.825671
186	bwa	0.0	0.0
186	sim_R1	0.0	0.0
186	bsmap	0.005684	0.905166
186	gsnap	0.0	0.0
186	bis2	0.0026475	0.8302995
186	bsmooth	0.0	0.0
186	bis1	0.00943	0.844797
186	last	0.000851	0.825671
187	bwa	0.0	0.0
187	sim_R1	0.0	0.0
187	bsmap	0.005684	0.905166
187	gsnap	0.0	0.0
187	bis2	0.0026475	0.8302995
187	bsmooth	0.0	0.0
187	bis1	0.00943	0.844797
187	last	0.000851	0.825671
188	bwa	0.0	0.0
188	sim_R1	0.0	0.0
188	bsmap	0.005684	0.905166
188	gsnap	0.0	0.0
188	bis2	0.0026475	0.8302995
188	bsmooth	0.0	0.0
188	bis1	0.00943	0.844797
188	last	0.000851	0.825671
189	bwa	0.0	0.0
189	sim_R1	0.0	0.0
189	bsmap	0.005684	0.905166
189	gsnap	0.0	0.0
189	bis2	0.0026475	0.8302995
189	bsmooth	0.0	0.0
189	bis1	0.00943	0.844797
189	last	0.000851	0.825671
190	bwa	0.0	0.0
190	sim_R1	0.0	0.0
190	bsmap	0.005684	0.905166
190	gsnap	0.0	0.0
190	bis2	0.0026475	0.8302995
190	bsmooth	0.0	0.0
190	bis1	0.00943	0.844797
190	last	0.000851	0.825671
191	bwa	0.0	0.0
191	sim_R1	0.0	0.0
191	bsmap	0.005684	0.905166
191	gsnap	0.0	0.0
191	bis2	0.0026475	0.8302995
191	bsmooth	0.0	0.0
191	bis1	0.00943	0.844797
191	last	0.000851	0.825671
192	bwa	0.0	0.0
192	sim_R1	0.0	0.0
192	bsmap	0.005684	0.905166
192	gsnap	0.0	0.0
192	bis2	0.0026475	0.8302995
192	bsmooth	0.0	0.0
192	bis1	0.00943	0.844797
192	last	0.000851	0.825671
193	bwa	0.0	0.0
193	sim_R1	0.0	0.0
193	bsmap	0.005684	0.905166
193	gsnap	0.0	0.0
193	bis2	0.0026475	0.8302995
193	bsmooth	0.0	0.0
193	bis1	0.00943	0.844797
193	last	0.000851	0.825671
194	bwa	0.0	0.0
194	sim_R1	0.0	0.0
194	bsmap	0.005684	0.905166
194	gsnap	0.0	0.0
194	bis2	0.0026475	0.8302995
194	bsmooth	0.0	0.0
194	bis1	0.00943	0.844797
194	last	0.000851	0.825671
195	bwa	0.0	0.0
195	sim_R1	0.0	0.0
195	bsmap	0.005684	0.905166
195	gsnap	0.0	0.0
195	bis2	0.0026475	0.8302995
195	bsmooth	0.0	0.0
195	bis1	0.00943	0.844797
195	last	0.000851	0.825671
196	bwa	0.0	0.0
196	sim_R1	0.0	0.0
196	bsmap	0.005684	0.905166
196	gsnap	0.0	0.0
196	bis2	0.0026475	0.8302995
196	bsmooth	0.0	0.0
196	bis1	0.00943	0.844797
196	last	0.000851	0.825671
197	bwa	0.0	0.0
197	sim_R1	0.0	0.0
197	bsmap	0.005684	0.905166
197	gsnap	0.0	0.0
197	bis2	0.0026475	0.8302995
197	bsmooth	0.0	0.0
197	bis1	0.00943	0.844797
197	last	0.000851	0.825671
198	bwa	0.0	0.0
198	sim_R1	0.0	0.0
198	bsmap	0.005684	0.905166
198	gsnap	0.0	0.0
198	bis2	0.0026475	0.8302995
198	bsmooth	0.0	0.0
198	bis1	0.00943	0.844797
198	last	0.000851	0.825671
199	bwa	0.0	0.0
199	sim_R1	0.0	0.0
199	bsmap	0.005684	0.905166
199	gsnap	0.0	0.0
199	bis2	0.0026475	0.8302995
199	bsmooth	0.0	0.0
199	bis1	0.00943	0.844797
199	last	0.000851	0.825671
200	bwa	0.0	0.0
200	sim_R1	0.0	0.0
200	bsmap	0.005684	0.905166
200	gsnap	0.0	0.0
200	bis2	0.0026475	0.8302995
200	bsmooth	0.0	0.0
200	bis1	0.00943	0.844797
200	last	0.000851	0.825671
201	bwa	0.0	0.0
201	sim_R1	0.0	0.0
201	bsmap	0.005684	0.905166
201	gsnap	0.0	0.0
201	bis2	0.0026475	0.8302995
201	bsmooth	0.0	0.0
201	bis1	0.00943	0.844797
201	last	0.000851	0.825671
202	bwa	0.0	0.0
202	sim_R1	0.0	0.0
202	bsmap	0.005684	0.905166
202	gsnap	0.0	0.0
202	bis2	0.0026475	0.8302995
202	bsmooth	0.0	0.0
202	bis1	0.00943	0.844797
202	last	0.000851	0.825671
203	bwa	0.0	0.0
203	sim_R1	0.0	0.0
203	bsmap	0.005684	0.905166
203	gsnap	0.0	0.0
203	bis2	0.0026475	0.8302995
203	bsmooth	0.0	0.0
203	bis1	0.00943	0.844797
203	last	0.000851	0.825671
204	bwa	0.0	0.0
204	sim_R1	0.0	0.0
204	bsmap	0.005684	0.905166
204	gsnap	0.0	0.0
204	bis2	0.0026475	0.8302995
204	bsmooth	0.0	0.0
204	bis1	0.00943	0.844797
204	last	0.000851	0.825671
205	bwa	0.0	0.0
205	sim_R1	0.0	0.0
205	bsmap	0.005684	0.905166
205	gsnap	0.0	0.0
205	bis2	0.0026475	0.8302995
205	bsmooth	0.0	0.0
205	bis1	0.00943	0.844797
205	last	0.000851	0.825671
206	bwa	0.0	0.0
206	sim_R1	0.0	0.0
206	bsmap	0.005684	0.905166
206	gsnap	0.0	0.0
206	bis2	0.0026475	0.8302995
206	bsmooth	0.0	0.0
206	bis1	0.00943	0.844797
206	last	0.000851	0.825671
207	bwa	0.0	0.0
207	sim_R1	0.0	0.0
207	bsmap	0.005684	0.905166
207	gsnap	0.0	0.0
207	bis2	0.0026475	0.8302995
207	bsmooth	0.0	0.0
207	bis1	0.00943	0.844797
207	last	0.000851	0.825671
208	bwa	0.0	0.0
208	sim_R1	0.0	0.0
208	bsmap	0.005684	0.905166
208	gsnap	0.0	0.0
208	bis2	0.0026475	0.8302995
208	bsmooth	0.0	0.0
208	bis1	0.00943	0.844797
208	last	0.000851	0.825671
209	bwa	0.0	0.0
209	sim_R1	0.0	0.0
209	bsmap	0.005684	0.905166
209	gsnap	0.0	0.0
209	bis2	0.0026475	0.8302995
209	bsmooth	0.0	0.0
209	bis1	0.00943	0.844797
209	last	0.000851	0.825671
210	bwa	0.0	0.0
210	sim_R1	0.0	0.0
210	bsmap	0.005684	0.905166
210	gsnap	0.0	0.0
210	bis2	0.0026475	0.8302995
210	bsmooth	0.0	0.0
210	bis1	0.00943	0.844797
210	last	0.000851	0.825671
211	bwa	0.0	0.0
211	sim_R1	0.0	0.0
211	bsmap	0.005684	0.905166
211	gsnap	0.0	0.0
211	bis2	0.0026475	0.8302995
211	bsmooth	0.0	0.0
211	bis1	0.00943	0.844797
211	last	0.000851	0.825671
212	bwa	0.0	0.0
212	sim_R1	0.0	0.0
212	bsmap	0.005684	0.905166
212	gsnap	0.0	0.0
212	bis2	0.0026475	0.8302995
212	bsmooth	0.0	0.0
212	bis1	0.00943	0.844797
212	last	0.000851	0.825671
213	bwa	0.0	0.0
213	sim_R1	0.0	0.0
213	bsmap	0.005684	0.905166
213	gsnap	0.0	0.0
213	bis2	0.0026475	0.8302995
213	bsmooth	0.0	0.0
213	bis1	0.00943	0.844797
213	last	0.000851	0.825671
214	bwa	0.0	0.0
214	sim_R1	0.0	0.0
214	bsmap	0.005684	0.905166
214	gsnap	0.0	0.0
214	bis2	0.0026475	0.8302995
214	bsmooth	0.0	0.0
214	bis1	0.00943	0.844797
214	last	0.000851	0.825671
215	bwa	0.0	0.0
215	sim_R1	0.0	0.0
215	bsmap	0.005684	0.905166
215	gsnap	0.0	0.0
215	bis2	0.0026475	0.8302995
215	bsmooth	0.0	0.0
